parent_asin,product_title,brand,main_category,category_l1,category_l2,category_l3,price,price_missing,average_rating,rating_number,demand_proxy,review_count,avg_review_rating,avg_helpful_vote,total_helpful_vote,verified_purchase_ratio,avg_review_text_length,first_review_date,last_review_date,weighted_rating_signal,value_score
B0748F3DXZ,"Halo Natural Dry Dog Food, Chicken & Chicken Liver Recipe, 25-Pound Bag",Halo,Pet Supplies,Pet Supplies,Top Dog Supplies,,,True,4.2,50,50,1,5.0,0.0,0,1.0,96.0,2019-03-15 03:48:15.368,2019-03-15 03:48:15.368,16.51366765744217,
B01I6X61OQ,"Medium Red/Multi Stripe Dog Collar: 3/4"" Wide, Adjusts 13-20"" - Made in USA.",Sassy Dog Wear,Pet Supplies,Pet Supplies,Dogs,"Collars, Harnesses & Leashes",11.4,False,4.5,434,434,2,4.0,0.0,0,1.0,402.5,2013-12-11 21:08:28.000,2014-04-17 04:16:37.000,27.33905713989908,2.398162907008691
B07G15F8GY,"Gentle Muzzle Guard for Dogs - Prevents Biting and Unwanted Chewing Safely Secure Comfort Fit - Soft Neoprene Padding – No More Chafing – Training Guide Helps Build Bonds with Pet (S, Grey)",GoodBoy,Pet Supplies,Pet Supplies,Dogs,"Collars, Harnesses & Leashes",18.99,False,3.8,11026,11026,3,5.0,0.0,0,1.0,175.0,2020-03-05 02:54:28.386,2023-02-16 17:26:13.919,35.37078794108298,1.8626007341275925
B09VGZVYLD,"Kritter Planet Waterproof Dog Blanket, Pee Proof Bed Couch Cover for Pet, Furniture Protector for Small Medium Large Dogs Cats",Kritter Planet,Pet Supplies,Pet Supplies,Dogs,Beds & Furniture,25.99,False,4.6,5996,5996,1,5.0,1.0,1,1.0,1064.0,2022-01-02 16:44:27.052,2022-01-02 16:44:27.052,40.01546726657514,1.5396486058705328
B087C2Y54M,"Retractable Dog Leash 16ft Heavy Duty Pet Walking Leash with Anti-Slip Handle 360° Tangle-Free One-Hand Brake (Small, Blue)",YSCPRO,Pet Supplies,Pet Supplies,Dogs,"Collars, Harnesses & Leashes",,True,3.8,115,115,1,2.0,1.0,1,1.0,998.0,2020-11-22 00:17:43.350,2020-11-22 00:17:43.350,18.063642726204183,
B09DJRRVFZ,"Peanuts for Pets 9 Inch Halloween Snoopy Skeleton Plush Dog Toy with Squeaker, Medium Dog Toy | Fabric Snoopy Plush Dog Toys, Cute Dog Toys for All Dogs | Squeaky Dog Toys and Stuffed Dog Toys",Peanuts for Pets,Pet Supplies,Pet Supplies,Dogs,Toys,10.99,False,4.6,398,398,1,5.0,1.0,1,1.0,243.0,2022-11-12 18:47:58.303,2022-11-12 18:47:58.303,27.54922251769337,2.506753641282381
B0C3PWNQBH,"BTINESFUL Tie-Out Check Cord Long Rope Dog Leash, 12ft 20ft 30ft 50ft Recall Training Lead Leash- Great for Large Medium Small Dogs Training, Playing, Camping, or Backyard (50ft, Orange Black)",BTINESFUL,Pet Supplies,Pet Supplies,Dogs,Training & Behavior Aids,27.99,False,4.6,2523,2523,2,5.0,1.0,2,0.0,607.0,2020-12-03 21:29:28.445,2020-12-08 20:58:11.947,36.034561028841075,1.2874083968860692
B07Z4HXPZY,Bojafa Catnip Toy 5 Pack for Cats Playing Chewing Teeth Cleaning - Creative Pillow Scratch Pet Catnip Teeth Grinding Chew Toys,Bojafa,Pet Supplies,Pet Supplies,Cats,Toys,9.99,False,4.3,1667,1667,1,5.0,0.0,0,1.0,23.0,2019-04-06 05:47:09.730,2019-04-06 05:47:09.730,31.903336506550374,3.19352717783287
B08L87JMSG,ladoogo 2 Pack 5 FT Heavy Duty Dog Leash with Comfortable Padded Handle Reflective Dog leashes for Medium Large Dogs,ladoogo,Pet Supplies,Pet Supplies,Dogs,"Collars, Harnesses & Leashes",14.99,False,4.7,21005,21005,2,4.5,0.0,0,1.0,127.0,2020-01-08 02:04:42.442,2021-09-19 04:21:25.889,46.77704793385879,3.120550229076637
B00ZJZPEGG,Harley-Davidson Plush and Canvas Bone Dog Toy with Motor Sound | 7-Inches,Harley-Davidson,Pet Supplies,Pet Supplies,Dogs,Toys,,True,4.1,100,100,1,1.0,0.0,0,1.0,34.0,2016-07-17 04:25:13.000,2016-07-17 04:25:13.000,18.921994119049163,
B0BPWHTYJZ,"Deluxe Naturals Elk Antler Dog Chews | Long-Lasting A-Grade Premium Elk Antler Chews for Dogs from Naturally Shed Elk Antlers Collected in The USA, Whole, Medium (Pack of 6)",Deluxe Naturals,Pet Supplies,Pet Supplies,Dogs,Treats,65.95,False,4.6,1357,1357,3,4.666666666666667,0.0,0,1.0,88.33333333333333,2020-05-23 21:30:18.672,2021-02-02 19:01:43.517,33.18333421734575,0.5031589722114594
B0C3VKC8BQ,azuza Halloween Thanksgiving Dog Collars with Bow Cute Sequined Spider Purple Plaid Dog Collar with Double Layer Bow tie Gifts on Halloween for Large Dogs,azuza,Pet Supplies,Pet Supplies,Dogs,"Collars, Harnesses & Leashes",9.99,False,4.7,1426,1426,1,5.0,0.0,0,1.0,47.0,2020-02-05 20:17:13.743,2020-02-05 20:17:13.743,34.137649202141134,3.41718210231643
B0BW2P2N4B,"Tiki Cat Luau Grain-Free, Low-Carbohydrate Wet Food Tilapia Recipe in Tilapia Consomme for Adult Cats & Kittens, 6oz, 8pk",TIKI PETS,Pet Supplies,Pet Supplies,Cats,Food,26.32,False,4.3,3041,3041,1,5.0,3.0,3,1.0,230.0,2019-06-22 21:24:49.774,2019-06-22 21:24:49.774,34.48716303312272,1.310302546851167
B081756MYP,"SleekEZ 10"" Horse Grooming Unique Blade Shed Tool",SleekEZ,Pet Supplies,Pet Supplies,Dogs,Grooming,21.95,False,4.5,39385,39385,8,3.875,0.125,1,1.0,256.0,2016-05-30 23:24:03.000,2021-09-08 17:10:30.528,47.615245659864634,2.1692594833651313
B001GAQ9OY,"KONG - Extreme Dog Toy - Toughest Natural Rubber, Black - Fun to Chew, Chase and Fetch - for XX-Large Dogs",KONG,Pet Supplies,Pet Supplies,Dogs,Toys,,True,4.6,53212,53212,14,3.7142857142857144,0.42857142857142855,6,0.8571428571428571,378.0,2012-07-07 13:46:41.000,2021-02-15 08:38:48.683,50.057466829351355,
B0BDRR59VJ,"KYEESE Dog Sweater Thermal Turtleneck Dog Knitwear for Small Dogs with Leash Hole Dog Apparel from KYEESE, Multicolor,M",KYEESE,Pet Supplies,Pet Supplies,Dogs,Apparel & Accessories,14.99,False,4.7,163,163,1,5.0,0.0,0,1.0,218.0,2023-02-22 16:20:35.845,2023-02-22 16:20:35.845,23.969372210773734,1.5990241634939115
B008NSS4MC,"Mirage Pet Products 25-23 LG Timeless Christmas Nylon Ribbon Dog Collar, Large",Mirage Pet Products,Pet Supplies,Pet Supplies,Dogs,"Collars, Harnesses & Leashes",15.07,False,5.0,5,5,1,5.0,1.0,1,1.0,74.0,2015-05-07 03:24:33.000,2015-05-07 03:24:33.000,8.958797346140274,0.5944789214426194
B09LM97GKH,"3 Pieces Easter Dog Collar Adjustable Collars for Dogs Dog Collars for Holiday Pet Supplies, Small",Weewooday,Pet Supplies,Pet Supplies,Dogs,"Collars, Harnesses & Leashes",,True,4.5,19,19,1,5.0,0.0,0,1.0,42.0,2022-03-22 00:15:25.182,2022-03-22 00:15:25.182,13.480795230992959,
B081ZRT4YK,"PUPTECK Soft Mesh Dog Harness and Leash Set Pet Puppy Cat Comfort Padded Vest No Pull Harnesses, Beige, XS",PUPTECK,Pet Supplies,Pet Supplies,Dogs,"Collars, Harnesses & Leashes",16.99,False,4.2,16885,16885,3,4.333333333333333,0.3333333333333333,1,1.0,337.6666666666667,2018-09-21 14:56:28.045,2023-02-23 00:37:29.203,40.88380865196367,2.4063454180084562
B07CHFQ4NS,"GoTags Paw Print Round Stainless Steel Pet Tag for Dogs and Cats, Personalized with 4 Lines of Custom Engraved ID, in Solid Stainless Steel and 5 Enameled Colors: Blue, Green, Pink, Purple and Red",GoTags,Pet Supplies,Pet Supplies,Dogs,"Collars, Harnesses & Leashes",9.45,False,4.7,12907,12907,4,3.25,0.25,1,1.0,145.75,2020-08-06 11:43:47.041,2022-11-24 18:54:33.028,44.48833199990771,4.707759999990234
B0C5K9Z2W4,"Crazy Dog Train-Me! Training Reward Dog Treats 16 Oz., Bacon Regular",Crazy Dog,Pet Supplies,Pet Supplies,Dogs,Treats,12.99,False,4.7,12160,12160,4,3.75,0.0,0,1.0,58.0,2015-01-18 20:53:26.000,2017-09-11 19:31:53.671,44.208150128210704,3.403244813565104
B09JWVVNHS,"ICEFANG Tactical Dog Harness, Small Size,2X Metal Buckle,Working Dog MOLLE Vest with Handle,No Pulling Front Leash Clip,Hook and Loop Panel",ICEFANG,Pet Supplies,Pet Supplies,Dogs,"Collars, Harnesses & Leashes",32.99,False,4.7,24276,24276,1,5.0,0.0,0,1.0,89.0,2021-07-30 22:24:48.045,2021-07-30 22:24:48.045,47.457237991559005,1.4385340403625038
B077MDKNLJ,"JoyDaog Reusable Belly Bands for Dogs,5 Pack Premium Washable Dog Diapers Male Puppy Nappies Wrap,XL",JoyDaog,Pet Supplies,Pet Supplies,Dogs,Litter & Housebreaking,29.99,False,4.6,10344,10344,2,4.5,0.0,0,1.0,128.0,2019-01-11 21:29:50.039,2019-09-04 20:59:44.255,42.52358951482636,1.4179256257027797
B07JVN3WTV,"Rubie's Pet Costume, X-Large, Knight Sir Barks-A-Lot",Rubie's,Pet Supplies,Pet Supplies,Dogs,Apparel & Accessories,,True,4.0,527,527,1,1.0,0.0,0,1.0,453.0,2015-10-23 23:31:30.000,2015-10-23 23:31:30.000,25.076385134825045,
B0BDLLR3QQ,"KIVENJAJA Furniture Style Dog Crate End Table for Small to Medium Dogs, Wooden Dog Kennel with Drawer & Double Doors, Decorative Dog House Pet Cage Indoor Use, Weathered Grey",KIVENJAJA,Pet Supplies,Pet Supplies,Dogs,"Crates, Houses & Pens",159.98,False,2.0,1,1,1,2.0,0.0,0,1.0,63.0,2022-12-30 09:24:59.986,2022-12-30 09:24:59.986,1.3862943611198906,0.008665422934866175
B09N9WQK68,"Lesure Raised Dog Cot Beds for Large Dogs - Outdoor Elevated Dog Bed Large - Striped Indoor & Outside Pet Bed with Skid-Resistant Feet & Breathable Textilene Mesh, Fits up to 125lbs, Grey",LE SURE,Pet Supplies,Pet Supplies,Dogs,Beds & Furniture,33.01,False,4.5,877,877,1,5.0,1.0,1,0.0,1678.0,2022-06-06 15:35:52.785,2022-06-06 15:35:52.785,30.499409671358027,0.9239445522980317
B0002DHV16,Cat Dancer Products Charmer Interactive Cat Toy,Cat Dancer Products,Pet Supplies,Pet Supplies,Cats,Toys,12.99,False,4.6,7252,7252,10,4.7,0.3,3,0.8,474.8,2012-03-07 03:36:31.000,2017-10-09 17:39:15.144,40.890184094671696,3.147820176649091
B09363KG5H,"Small Pet Select Orchard Grass Hay Pet Food for Rabbits, Guinea Pigs, Chinchillas and Other Small Animals, Premium Natural Hay Grown in The US, 10 LB",Small Pet Select,Pet Supplies,Pet Supplies,Small Animals,Food,34.99,False,4.5,1712,1712,1,5.0,0.0,0,1.0,273.0,2020-01-21 03:16:03.906,2020-01-21 03:16:03.906,33.507006742458536,0.9576166545429704
B00UL40C6C,"BIXBI Dog & Cat Clean Digestion Support, 2.12 oz (60 g) - All Natural Organic Pet Superfood - Daily Mushroom Powder Supplement - USA Grown & USA Made - Veterinarian Recommended for Dogs & Cats",BIXBI,Pet Supplies,Pet Supplies,Cats,Health Supplies,17.8,False,4.5,1091,1091,3,3.6666666666666665,0.0,0,0.0,740.0,2016-12-17 22:58:01.000,2017-01-06 23:05:46.000,31.48094770337183,1.7685925676051588
B08FSM5GCK,KYEESE Dog Sweaters for Small Dogs Turtleneck Red Dog Sweater Knitwear with Leash Hole Gingham Patchwork Pet Sweater for Fall Winter,KYEESE,Pet Supplies,Pet Supplies,Dogs,Apparel & Accessories,14.99,False,4.4,4896,4896,2,5.0,1.0,2,1.0,161.0,2021-09-24 03:18:04.276,2023-03-05 02:12:47.717,37.3840634274902,2.4939335175110204
B09C6X8FLW,Aqueon Goldfish Flakes 1.02 Ounces,Aqueon,Pet Supplies,Pet Supplies,Fish & Aquatic Pets,Food,5.48,False,4.5,2286,2286,2,5.0,0.0,0,1.0,42.0,2017-11-29 03:48:11.283,2018-03-20 15:09:48.396,34.807482873102515,6.351730451296079
B082QHJ4R6,"ZEUS Better Bones Dog Treats, Rawhide Free Healthy Chicken Jerky Dog Treats, Salmon and Chicken Mini Bones, 12 Count",ZEUS,Pet Supplies,Pet Supplies,Dogs,Treats,,True,4.4,804,804,3,4.0,0.0,0,0.0,340.6666666666667,2019-12-05 20:01:45.130,2020-01-09 21:08:02.972,29.439706020641683,
B0BR3GRYWB,"Pet Grooming Vacuum Kit, Grooming Tools with 2L dust Box, Portable Pet Vacuum Cleaner with Electric Clippers, Grooming Clippers with 3 Level Powerful Suction/Low Noise for Dogs Cats Animals",Kidken,Pet Supplies,Pet Supplies,Dogs,Grooming,251.99,False,4.4,255,255,1,4.0,0.0,0,0.0,1748.0,2023-02-27 16:40:17.190,2023-02-27 16:40:17.190,24.398780755710074,0.09682440079253174
B09ZQ7ZXRL,"Active Pets Dog Car Seat Cover for Back Seat - Durable, Nonslip, Waterproof 600D 3-in-1 Hammock - Protector Against Dirt, Shedding and Scratching for Small or Mid-Size Sedans, SUVs and Trucks",Active Pets,Pet Supplies,Pet Supplies,Dogs,Carriers & Travel Products,33.26,False,4.6,47127,47127,3,4.666666666666667,0.0,0,1.0,147.33333333333334,2019-08-14 00:35:32.416,2022-10-05 20:49:10.381,49.49886388272701,1.488240044579886
B07Z6CF5XW,"FunTags Reflective Dog Collar, Sturdy Nylon Collars for Puppy and Extra Small Girl and Boy Dogs, Adjustable Dog Collar with Quick Release Buckle,SkyBlue,5/8"" Width",FunTags,Pet Supplies,Pet Supplies,Dogs,"Collars, Harnesses & Leashes",6.49,False,4.6,6002,6002,1,5.0,0.0,0,1.0,277.0,2021-12-18 22:38:30.216,2021-12-18 22:38:30.216,40.02006726695847,6.1664202260336625
B09MKFRCK1,"52"" Black Suede Bagel Dog Bolster Bed by Majestic Pet Products",Majestic Pet,Pet Supplies,Pet Supplies,Dogs,Beds & Furniture,88.99,False,4.4,6819,6819,3,3.6666666666666665,0.0,0,1.0,135.0,2015-10-12 22:59:44.000,2019-12-14 06:39:40.354,38.84150490368504,0.4364704450352292
B098BY53VM,"Outward Hound Bubble Palz Plush Turtle Dog Toy, Small",Outward Hound,Pet Supplies,Pet Supplies,Dogs,Toys,,True,4.4,12341,12341,15,3.466666666666667,0.3333333333333333,5,0.9333333333333333,277.4,2013-04-28 06:15:06.000,2022-03-11 11:24:45.422,41.45135877907646,
B000XDKDII,"Milk-Bone Mar-O-Snacks Dog Treats, 24 oz",Milk-Bone,Pet Supplies,Pet Supplies,Dogs,Treats,,True,4.3,244,244,10,4.2,0.3,3,1.0,110.5,2014-11-02 18:29:13.000,2020-02-22 08:08:14.869,23.655410305342325,
B08Q7QF4RK,"IOKHEIRA Dog Leash, Dog Leash for Large Dogs, Multifunctional Dog Leashes for Medium Dogs, Adjustable Dog Leash with Car Seatbelt, 4-6 FT Strong Bungee Dog Leash",IOKHEIRA,Pet Supplies,Pet Supplies,Dogs,"Collars, Harnesses & Leashes",17.99,False,4.6,3778,3778,2,5.0,0.0,0,1.0,374.5,2020-12-16 14:14:41.076,2022-03-02 04:23:59.445,37.89118763540765,2.1062361109176013
B08HV6FKJD,"Blueberry Pet Pack of 2 Squeaky Plush Dog Toy Durable Interactive Tugging Chew Rope Toy for Puppies and Small Dogs, 7 4/5"" Sea-Star + 4 3/8"" Whale",Blueberry Pet,Pet Supplies,Pet Supplies,Dogs,Toys,15.99,False,4.3,1164,1164,2,4.0,0.0,0,1.0,94.0,2015-11-25 05:18:29.000,2019-01-17 13:24:56.753,30.360048373799142,1.8986897044277136
B0BW8MRHBG,"Catry Cat Bed with Scratching Post - Minimalist Style Design of Cat Tree with Cozy Cat Bed and Teasing Scratching Post, Allure Kitten to Stay Around This Sturdy and Easy to Assemble Cat Furniture",Catry,Pet Supplies,Pet Supplies,Cats,Beds & Furniture,56.0,False,4.4,1589,1589,2,4.5,4.5,9,0.5,803.5,2020-12-08 02:27:14.937,2021-07-31 12:52:47.098,32.434552898942826,0.579188444623979
B07T6GV4G1,"M-YOUNG Cat Collar Breakaway with Bell and Bow Tie, Plaid Design Adjustable Safety Kitty Kitten Collars(6.8''-10.8'') (Watermelon)",M-YOUNG,Pet Supplies,Pet Supplies,Cats,"Collars, Harnesses & Leashes",8.99,False,4.7,592,592,1,5.0,0.0,0,1.0,362.0,2021-03-06 19:52:48.468,2021-03-06 19:52:48.468,30.010413675289314,3.3381995189420817
B0C33XY5MV,"Furhaven XL Cooling Gel Foam Dog Bed Two-Tone Faux Fur & Suede L Shaped Chaise w/ Removable Washable Cover - Marine Blue, Jumbo (X-Large)",Furhaven,Pet Supplies,Pet Supplies,Cats,Beds & Furniture,82.99,False,4.5,97103,97103,25,3.72,0.24,6,1.0,272.08,2018-11-06 02:43:50.922,2023-03-14 21:48:30.904,51.67592031634037,0.6226764708560112
B07MPL3DZ6,"F-color SUV Cargo Liner for Dogs, Waterproof Pet Cargo Cover Dog Seat Cover Mat for SUVs Sedans Vans with Bumper Flap Protector, Large Size Universal Fit, Khaki",F-color,Pet Supplies,Pet Supplies,Dogs,Carriers & Travel Products,29.99,False,4.5,6758,6758,2,5.0,0.0,0,0.5,308.0,2017-06-20 16:22:22.500,2022-12-14 16:46:15.290,39.68383603095159,1.3232356129026872
B0C5H154BG,"Best Pet Supplies Scratch and Spin Cat Scratcher Replacement Pads for Active Play, Natural Recycled Corrugated Cardboard, Supports Pet Behaviors, Relieves Stress - 5 Count",Best Pet Supplies,Pet Supplies,Pet Supplies,Cats,Toys,15.86,False,4.7,11245,11245,3,4.333333333333333,0.0,0,1.0,145.33333333333334,2018-10-22 01:01:42.441,2021-02-15 21:29:16.072,43.840508607605095,2.764218701614445
B0922JNQ6J,"6PCS Hammock for Gecko Llizard Bearded Dragon Hammock Reptile Habitat Decorations Lizard Hideouts Cave Coconut Shell Hut Ornament for Terrarium Chameleon, Gecko,Hermit Crabs",Hamiledyi,Pet Supplies,Pet Supplies,Reptiles & Amphibians,Habitat Décor,,True,4.3,14,14,1,5.0,0.0,0,0.0,392.0,2021-09-22 09:36:03.786,2021-09-22 09:36:03.786,11.644615864739503,
B08DMHQCNY,"Petroom Sweetie Pup Dog Dress,Cute Bowknot Shirt for Small Girl Dogs(Golden Brown,XXS)",Petroom,Pet Supplies,Pet Supplies,Dogs,Apparel & Accessories,6.99,False,4.4,5022,5022,1,5.0,0.0,0,1.0,236.0,2021-04-26 18:33:36.134,2021-04-26 18:33:36.134,37.495843632500204,5.364212250715337
B01N52EK1I,Peak Pooch - No-Pull Dog Harness - Padded Step in Dog Harness - Comfort Mesh Fabric Dog Vest with Buckle and Metal Rings for Dog Leash - Black - 28-36 in Chest,Peak Pooch,Pet Supplies,Pet Supplies,Dogs,"Collars, Harnesses & Leashes",12.99,False,3.9,98,98,1,5.0,0.0,0,1.0,247.0,2018-09-12 13:24:54.475,2018-09-12 13:24:54.475,17.9209674155249,1.3795971836431793
B0BHTBS5RM,"PetSafe CozyUp Folding Dog Stairs - Pet Stairs for Indoor/Outdoor at Home or Travel - Dog Steps for High Beds, Sofa with Siderails, Non-Slip Pads - Durable, Supports up to 150 lb - Large, Gray",PetSafe,Pet Supplies,Pet Supplies,Dogs,Beds & Furniture,53.62,False,4.2,62618,62618,36,4.111111111111111,0.5277777777777778,19,1.0,276.52777777777777,2012-06-01 03:34:23.000,2023-02-04 16:48:49.744,46.38826090673887,0.8651298192230301
B08FB9DSDF,KYEESE Christmas Dogs Sweater Dress Plaid for Small Dogs with Bowtie Turtleneck Dog Pullover Knitwear Puppy Cat Sweaters Red,KYEESE,Pet Supplies,Pet Supplies,Dogs,Apparel & Accessories,15.99,False,4.6,4264,4264,2,5.0,0.0,0,1.0,207.0,2021-10-13 14:47:42.078,2023-01-16 23:15:39.372,38.44770831565858,2.404484572586528
B00HZ4ALO4,Cadet Gourmet Chicken & Apple Wrapped Dog Treats 3 oz.,Cadet,Pet Supplies,Pet Supplies,Dogs,Treats,6.99,False,4.6,1609,1609,15,4.866666666666666,0.4666666666666667,7,0.9333333333333333,135.8,2016-01-26 02:57:05.000,2022-08-03 06:33:27.645,33.96635150670114,4.859277754892866
B09MCTQXX8,Regal Dog Products Large Light Green Waterproof Dog Collar with Heavy Duty Double Buckle & D Ring | Vinyl Coated Custom Fit Adjustable Pet Collars | Comes in Other Sizes for Puppy Small & Medium Dogs,Regal Dog Products,Pet Supplies,Pet Supplies,Dogs,"Collars, Harnesses & Leashes",15.99,False,4.6,1256,1256,1,4.0,2.0,2,1.0,160.0,2020-08-30 03:55:23.810,2020-08-30 03:55:23.810,32.827822759515136,2.053022061257982
B01N7VZI5V,"Pet Wellbeing Lung Gold for Cats - Vet-Formulated - Lung & Respiratory Immune Support, Open Airways, Easy Breathing - Natural Herbal Supplement 2 oz (59 ml)",Pet Wellbeing,Pet Supplies,Pet Supplies,Cats,Health Supplies,47.95,False,4.0,797,797,2,1.5,0.0,0,1.0,366.5,2020-11-17 06:12:01.295,2021-07-05 06:05:48.604,26.728434389799236,0.5574230321126014
B0BKDT79LM,"123 Treats Rawhide Chips, Premium Rawhide Dog Chews, Natural Grass Fed Livestock with No Hormones, Additives or Chemicals, Tasty Long Lasting Chews for Dogs, Improve Oral Health, 2 Lbs",123 Treats,Pet Supplies,Pet Supplies,Dogs,Treats,28.99,False,4.4,890,890,1,4.0,0.0,0,1.0,376.0,2016-08-01 01:41:30.000,2016-08-01 01:41:30.000,29.886315480871563,1.0309180917858423
B0106UAPW6,"Soft Claws for Cats - CLS (Cleat Lock System), Size Medium, Color Blue",Soft Claws,Pet Supplies,Pet Supplies,Cats,Grooming,13.37,False,4.2,2419,2419,2,4.5,0.0,0,1.0,558.0,2014-08-22 20:05:42.000,2015-04-26 17:36:45.000,32.724395840433075,2.447598791356251
B074V3TRJX,"DII Bone Dry Reversible Lattice Kennel & Crate Corner Snapping Pet Mat, 26x39x3"" Extra Large Rectangle Bed Dogs or Cats-Gray",Bone Dry,Pet Supplies,Pet Supplies,Dogs,Beds & Furniture,,True,4.3,146,146,2,4.5,0.0,0,0.0,481.0,2017-09-02 19:14:14.047,2017-10-17 15:04:06.004,21.458860123148565,
B0C4BGQSP7,"PETMAKER 80-PET6147 Folding Pet Stairs-Carpeted Foldable Durable Wood Steps-Compact, Portable, & Sturdy for Home or Travel, Dogs, Cats, Petsup to 80Lbs, 4 Step, Black",PETMAKER,Pet Supplies,Pet Supplies,Cats,Beds & Furniture,89.95,False,3.9,1292,1292,1,5.0,0.0,0,1.0,171.0,2019-10-10 15:16:34.376,2019-10-10 15:16:34.376,27.942409477210244,0.31064379630028066
B08M9828FQ,"BELPRO Multi-Use Support Dog Harness, Escape Proof No Pull Reflective Adjustable Vest with Durable Handle, Dog Walking Harness for Big/Active Dogs (Blue, L)",BELPRO,Pet Supplies,Pet Supplies,Dogs,"Collars, Harnesses & Leashes",36.99,False,4.4,2729,2729,1,5.0,0.0,0,1.0,446.0,2022-03-25 06:39:11.694,2022-03-25 06:39:11.694,34.81305030798763,0.9411476157877163
B0199NZZ62,"RC Pet Products 3/4"" Primary Collection Adjustable Dog Collar, Small, Purple",RC Pet Products,Pet Supplies,Pet Supplies,Dogs,"Collars, Harnesses & Leashes",9.0,False,4.7,105,105,1,5.0,0.0,0,1.0,24.0,2021-04-16 21:47:40.623,2021-04-16 21:47:40.623,21.918163742326715,2.4353515269251904
B07SH3C47T,MEWTOGO Natural Wood Large Parrot Toy Best for African Grey Macaws Cockatoos Eclectus Amazon Parrot Birds (New),MEWTOGO,Pet Supplies,Pet Supplies,Birds,Toys,,True,3.8,46,46,1,5.0,0.0,0,1.0,203.0,2019-10-23 10:41:04.902,2019-10-23 10:41:04.902,14.630560886498222,
B00SN3FO16,"Friskies Party Mix Cat Treats, Treasure Island, Salmon, Shrimp And Tuna Flavors, 16-Ounce, 1-Pack",Friskies,Pet Supplies,Pet Supplies,Cats,Treats,,True,4.3,38,38,1,5.0,0.0,0,1.0,63.0,2015-05-23 21:38:22.000,2015-05-23 21:38:22.000,15.753315078357478,
B07N8P4KWG,"PetSafe Remote Spray Trainer, Add-A-Dog Training Collar - 3 Modes: Tone, Vibration or Spray -Rechargeable and Water-Resistant – Includes Citronella and Unscented Spray Refills & USB Charging Cable",PetSafe,Pet Supplies,Pet Supplies,Dogs,"Collars, Harnesses & Leashes",89.95,False,3.6,293,293,1,4.0,0.0,0,1.0,45.0,2020-10-03 18:45:45.826,2020-10-03 18:45:45.826,20.460887162419255,0.22746956267280993
B07QBDG52G,FURminator Dog Rake,FURminator,Pet Supplies,Pet Supplies,Dogs,Grooming,,True,4.7,13332,13332,6,4.5,0.0,0,1.0,188.66666666666666,2015-04-19 19:28:03.000,2022-01-22 17:04:01.589,44.640587987342656,
B07BYSHK6R,"Big Barker Orthopedic Dog Bed w/Headrest - 7” Dog Bed for Large Dogs w/Washable Microsuede Cover - Elevated Dog Bed Made in The USA w/ 10-Year Warranty (Headrest, Large, Khaki)",Big Barker,Pet Supplies,Pet Supplies,Dogs,Beds & Furniture,239.95,False,4.7,8813,8813,4,5.0,0.25,1,0.5,297.0,2014-02-10 17:52:20.000,2020-06-30 01:57:48.305,42.69525423338908,0.17793396221458255
B0C4X7YXGW,"Faroro Automatic Cat Feeders, 7L Cat Dry Food Dispenser, Automatic Pet Feeders for Cats and Dogs with Portion Control, Schedule 1-4 Meals Per Day, 10s Voice Recording, Dual-Power Supply",faroro,Pet Supplies,Pet Supplies,Cats,Feeding & Watering Supplies,69.99,False,4.5,1458,1458,1,5.0,3.0,3,1.0,697.0,2020-09-28 01:55:53.584,2020-09-28 01:55:53.584,32.78477946835253,0.46842090967784733
