brand,animal_type,product_count,avg_price,avg_rating,total_rating_number,total_review_count,demand_proxy
Wildeers,Dogs,2,31.490000000000002,4.0,504,2,504
Wildmarely,Dogs,1,34.0,3.6,18,1,18
Wisdoman,Cats,1,,4.4,59,1,59
With a Purpose,Cats,1,,3.9,59,1,59
Wiz BBQT,Dogs,1,11.99,3.5,87,1,87
Wnoke,Cats,1,19.99,4.6,2955,2,2955
Woaboy,Dogs,1,39.99,4.5,42,1,42
Wobble Wag Giggle,Dogs,1,14.3,4.1,86226,29,86226
Wolfone,Dogs,1,25.68,4.2,49,1,49
Wonder Bound,Dogs,2,27.51,4.4,2260,4,2260
Wonder Creature,Cats,1,7.99,4.7,7859,2,7859
Wonder Snaxx,Dogs,1,8.99,4.3,5544,14,5544
Wondercide,Cats,1,13.99,4.2,28853,4,28853
Woofhoof,Dogs,1,9.95,4.7,2354,2,2354
Wooruy,Dogs,1,18.99,3.8,622,3,622
Working Service Dog,Dogs,1,34.95,4.6,2491,1,2491
WorldwideTropicals,Fish & Aquatic Pets,1,20.0,3.8,29,1,29
Wullu Planet,Cats,1,11.19,4.6,99,1,99
Wutasu,Dogs,1,,5.0,1,1,1
Wysong,Dogs,1,6.21,4.3,72,1,72
Wysong,Small Animals,1,,4.6,5561,1,5561
X-XDUN,Dogs,1,10.99,4.2,1220,1,1220
XIRGS,Small Animals,1,23.99,4.1,2933,2,2933
XISTEST,Birds,1,9.99,3.4,1115,1,1115
XSY&G,Dogs,1,25.99,4.3,13659,2,13659
XZOMEY,Dogs,1,,4.7,4,1,4
Xerath,Dogs,1,,4.3,59,1,59
XiaZ,Dogs,1,6.88,4.4,10945,6,10945
Xqpetlihai,Dogs,1,23.99,4.4,9080,1,9080
Xuanda,Dogs,1,9.99,4.4,331,1,331
Y YHY,Cats,1,11.59,4.4,18135,3,18135
YAKA,Dogs,1,8.98,4.6,5752,2,5752
YAODHAOD,Dogs,3,9.323333333333332,3.8333333333333335,9853,4,9853
YARENKA,Dogs,1,9.99,4.2,522,1,522
YEHANTI,Dogs,1,7.99,4.7,159,1,159
YEIRVE,Cats,1,10.88,4.3,3287,1,3287
YHAY&FDC,Small Animals,1,11.99,4.3,780,1,780
YIEPAL,Dogs,1,14.59,4.2,1711,1,1711
YIZHI MIAOW,Cats,1,15.99,4.3,9360,1,9360
YLONG,Cats,1,14.99,4.3,6511,2,6511
YMCCOOL,Cats,2,6.99,4.1,17849,5,17849
YML,Dogs,1,95.87,4.0,117,1,117
YOFOTHS,Fish & Aquatic Pets,1,16.89,4.3,131,2,131
YOPETAYU,Cats,1,11.99,4.4,1164,2,1164
YOY,Dogs,1,9.97,4.6,974,1,974
YOYAKER,Dogs,1,22.99,4.4,342,1,342
YSCPRO,Dogs,1,,3.8,115,1,115
YUADFHS,Cats,1,32.99,4.1,18,1,18
YUCFOREN,Dogs,1,8.99,4.4,464,1,464
YUDODO,Dogs,3,25.319999999999997,4.266666666666667,32536,11,32536
YUDOTE,Dogs,1,9.99,4.7,2632,1,2632
YUGGI,Dogs,1,10.99,3.9,117,1,117
YUMA'S,Dogs,2,20.49,4.4,604,2,604
YUNKAIYANG,Cats,1,,2.8,14,1,14
YWAOOH,Cats,1,,3.2,93,1,93
YY FOREYY,Cats,1,17.99,4.8,1276,1,1276
Yabber,Dogs,1,,4.5,4,1,4
Yaheetech,Dogs,2,114.485,4.449999999999999,8742,3,8742
Yaheetech,Birds,1,58.98,4.6,2832,1,2832
Yaheetech,Cats,1,59.99,4.5,3044,1,3044
Yaheetech,Small Animals,1,107.99,4.4,4587,1,4587
Yangbaga,Cats,1,8.99,4.5,5907,2,5907
Ycozy,Dogs,1,14.99,4.4,251,1,251
Yellow Dog Design,Dogs,6,13.994,4.1499999999999995,1078,7,1078
Yerloa,Dogs,1,,4.1,330,1,330
Yes Pets,Dogs,1,,4.0,14,1,14
Yeti Dog Chew,Dogs,1,110.0,4.2,551,1,551
YiXiEr,Birds,1,25.97,4.8,15583,2,15583
YiXiEr,Dogs,1,9.81,4.7,912,1,912
Yikeyo,Dogs,2,14.489999999999998,4.4,553,2,553
Yimobra,Cats,1,11.99,4.5,3991,1,3991
Yokee,Dogs,2,41.49,4.25,1353,2,1353
Yokee,Cats,1,79.99,4.5,37,1,37
Yorpumly,Dogs,1,,3.9,28,1,28
Youngever,Dogs,1,11.99,4.5,1513,1,1513
Yuenpet,Dogs,1,10.99,4.4,196,1,196
Yummy Combs,Dogs,1,,4.6,2278,2,2278
Yunleparks,Dogs,1,15.99,4.4,2092,1,2092
Yuwoda,Dogs,1,,4.4,241,1,241
Yvelife,Dogs,1,9.9,2.7,140,1,140
ZALALOVA,Small Animals,1,,4.4,449,1,449
ZEE.DOG,Dogs,2,15.99,4.45,86,2,86
ZENY,Birds,1,75.49,4.6,3025,1,3025
ZEROMX,Dogs,1,,4.1,76,1,76
ZEUS,Dogs,3,13.99,4.2,1941,7,1941
ZIWI,Cats,3,98.4,4.2,1804,5,1804
ZIWI,Dogs,1,11.78,4.5,1451,2,1451
ZNFSZ,Dogs,2,19.99,4.4,9076,8,9076
ZONI PETS,Dogs,1,13.99,4.1,10094,2,10094
ZOOPOLR,Dogs,1,12.99,4.6,2284,2,2284
ZOOZ PETS,Dogs,2,12.99,4.4,199,4,199
ZOOZ PETS,Cats,1,9.99,4.1,109,2,109
ZOVJCY,Dogs,1,13.99,4.5,825,2,825
ZTON,Dogs,1,9.98,4.4,3212,1,3212
ZUZG,Dogs,1,14.99,4.3,25,1,25
Zack & Zoey,Dogs,6,16.231666666666666,4.316666666666666,14020,15,14020
Zampa,Dogs,2,34.99,4.3,3060,3,3060
Zampa,Cats,1,49.99,4.4,17163,6,17163
Zanies,Dogs,3,17.39,4.433333333333334,830,4,830
Zeaxuie,Dogs,1,15.99,4.5,4299,1,4299
Zen Garden,Dogs,1,,4.0,714,1,714
ZenPet,Dogs,1,33.73,3.9,986,1,986
Zento Deals,Dogs,1,26.95,4.2,1686,1,1686
Zep,Cats,1,59.99,4.8,20,3,20
Zero Odor,Cats,1,71.99,4.8,403,16,403
Zesty Paws,Dogs,6,29.57,4.3500000000000005,38881,16,38881
Zesty Paws,Cats,1,20.97,4.6,33771,19,33771
Zieoy,Dogs,1,99.99,4.1,175,1,175
Zignature,Dogs,1,36.99,4.6,5969,5,5969
Zilla,Reptiles & Amphibians,4,14.9475,4.275,16727,12,16727
Zilla,Fish & Aquatic Pets,1,,3.0,1,1,1
ZippyPaws,Dogs,13,14.846,4.546153846153846,117595,66,117595
ZonLi,Dogs,1,19.9,4.8,7,1,7
Zoo Med,Fish & Aquatic Pets,2,11.969999999999999,4.35,3345,2,3345
Zoo Med,Reptiles & Amphibians,1,14.98,4.5,228,1,228
Zoo Snoods,Dogs,1,15.99,4.5,454,1,454
ZoyPet,Cats,1,,4.2,105,1,105
ZuPreem,Birds,2,34.245000000000005,4.7,2952,15,2952
Zuke's,Dogs,4,13.98,4.5,13665,22,13665
Zunea,Cats,2,14.23,4.199999999999999,3463,2,3463
Zymox,Cats,1,99.99,4.8,719,32,719
abobo,Cats,1,,3.6,104,1,104
aingycy,Dogs,1,9.99,3.9,1333,1,1333
almo nature,Cats,1,,4.4,414,2,414
apollo walker,Dogs,1,39.98,4.6,4301,1,4301
asobu,Dogs,1,34.99,4.7,3761,1,3761
azuza,Dogs,3,11.99,4.666666666666667,6091,3,6091
azuza,Cats,1,12.89,4.7,1282,1,1282
balabuki,Cats,1,11.99,4.3,1229,1,1229
biOrb,Fish & Aquatic Pets,1,6.99,4.7,3565,1,3565
blu&ben,Dogs,1,11.99,4.4,281,1,281
boscute,Dogs,1,36.99,4.7,1644,1,1644
celamos,Dogs,1,13.99,4.2,28,1,28
chede,Cats,1,12.99,4.6,548,1,548
cocopet,Dogs,1,12.99,4.1,855,1,855
coohgrubs,Birds,1,59.99,4.8,1333,1,1333
cuteNfuzzy,Dogs,1,17.99,4.1,37,1,37
dailydose,Dogs,1,,4.2,1791,7,1791
earthbath,Dogs,2,16.99,4.5,2742,4,2742
fabdog,Dogs,2,,4.35,1558,2,1558
fantaseal,Cats,1,,3.2,7,1,7
faroro,Cats,1,69.99,4.5,1458,1,1458
furrybaby,Cats,1,22.99,4.4,3223,1,3223
furrybaby,Dogs,1,14.99,4.4,6691,3,6691
goDog,Dogs,10,16.115000000000002,4.2,102081,70,102081
halinfer,Dogs,1,49.99,4.7,1587,1,1587
haoyueer,Dogs,2,15.489999999999998,4.3,3195,2,3195
homelifthub,Cats,1,11.99,4.3,479,1,479
hotspot pets,Dogs,3,50.63,4.2,2066,4,2066
hygger,Fish & Aquatic Pets,4,27.74,4.375,4336,5,4336
iBuddy,Dogs,2,23.990000000000002,4.6,9713,3,9713
iFetch,Dogs,1,77.99,3.7,3769,5,3769
iPower,Reptiles & Amphibians,1,11.96,4.5,5923,1,5923
iPrimio,Cats,2,26.49,4.699999999999999,4430,3,4430
iPrimio,Dogs,1,29.99,4.2,6276,3,6276
iYoPets,Dogs,1,6.99,4.5,699,1,699
iYoShop,Dogs,2,17.49,4.65,38490,7,38490
io tags,Dogs,1,4.99,4.8,29491,19,29491
isYoung,Cats,2,,4.300000000000001,804,2,804
jenico,Dogs,1,15.95,4.5,3096,1,3096
juxzh,Dogs,1,26.89,4.5,11799,5,11799
kathson,Small Animals,2,12.14,4.4,177,2,177
kathson,Birds,1,,3.9,29,1,29
kin+kind,Dogs,1,14.99,4.2,648,1,648
ladoogo,Dogs,2,12.49,4.7,24767,3,24767
leconpet,Dogs,1,7.99,3.6,2561,1,2561
lesotc,Dogs,2,16.97,4.6,29123,10,29123
lesypet,Dogs,2,17.99,4.300000000000001,3228,2,3228
lionet paws,Dogs,2,16.49,4.75,12440,4,12440
long rich,Dogs,1,19.99,4.6,13308,6,13308
lovyoCoCo,Birds,1,14.97,4.7,2726,1,2726
luckyvo,Dogs,2,31.99,4.2,148,2,148
lwlesdec,Dogs,1,,3.9,5,1,5
lzndeal,Dogs,1,18.99,4.0,343,1,343
meinno,Cats,1,39.99,4.0,214,1,214
morpilot,Dogs,1,29.99,4.6,9950,1,9950
nicekrud,Dogs,1,,3.3,165,1,165
nobrand,Fish & Aquatic Pets,1,,4.4,10,1,10
nonogo,Dogs,1,,2.7,170,1,170
nononfish,Dogs,3,23.99,4.066666666666666,13466,4,13466
nzonpet,Dogs,1,24.99,4.0,5436,5,5436
oneisall,Cats,1,32.99,4.2,362,1,362
oneisall,Dogs,1,,4.4,647,1,647
otoez,Dogs,1,19.99,4.3,1491,2,1491
pawshoppie,Dogs,1,13.99,4.5,4400,1,4400
petalage,Dogs,1,33.59,4.6,3557,2,3557
petisfam,Cats,2,37.99,4.65,8791,3,8791
petizer,Dogs,1,11.99,4.3,1999,1,1999
petjale,Cats,1,10.99,4.3,39,1,39
petsmile,Dogs,1,15.0,4.4,479,3,479
pidan,Cats,1,,4.2,25,1,25
planopaws,Cats,1,21.99,4.1,2687,1,2687
pranovo,Birds,1,9.59,4.4,3459,2,3459
pzoz,Dogs,1,,4.2,158,1,158
rabbitgoo,Dogs,3,27.986666666666668,4.5,174698,26,174698
rabbitgoo,Cats,2,29.990000000000002,4.55,6387,2,6387
ruffles & co.,Dogs,1,26.99,4.3,25,1,25
sWheat Scoop,Cats,2,39.99,4.25,5813,5,5813
stohot,Dogs,1,49.99,4.3,495,1,495
suddus,Dogs,1,110.99,4.5,71,1,71
tobeDRI,Dogs,1,12.99,4.7,3194,1,3194
tomxcute,Cats,1,53.99,4.3,2846,1,2846
ucho,Dogs,2,11.99,4.15,3614,2,3614
uxcell,Fish & Aquatic Pets,2,24.990000000000002,4.45,2081,2,2081
vecomfy,Dogs,4,22.990000000000002,4.5,28192,10,28192
vrbabies,Dogs,1,24.99,4.3,185,1,185
wakytu,Dogs,1,35.99,4.3,31,1,31
wangstar,Dogs,1,13.99,4.2,1125,2,1125
wegreeco,Dogs,4,19.9875,4.525,87510,38,87510
yagopet,Dogs,1,11.99,4.6,1742,1,1742
yalanle,Dogs,1,,4.3,455,1,455
ybsutools,Dogs,1,9.98,3.9,31,1,31
zetpo,Cats,1,7.99,4.1,9256,1,9256
通用,Dogs,1,10.99,3.4,165,1,165
