brand,product_type,product_count,avg_price,avg_rating,total_rating_number,total_review_count,demand_proxy
Rosfim,Feeding & Watering Supplies,1,27.99,4.1,126,1,126
Roteem,Grooming,1,12.99,4.1,53,1,53
Royal Canin,Food,19,52.635000000000005,4.594736842105263,27223,29,27223
Roypet,Beds & Furniture,1,75.99,4.0,891,1,891
Rubie's,Apparel & Accessories,9,20.31,3.9777777777777774,5849,9,5849
Rubit,"Collars, Harnesses & Leashes",3,9.95,4.3999999999999995,2236,4,2236
Ruff 'n Ruffus,"Collars, Harnesses & Leashes",1,27.97,4.6,6091,3,6091
Ruff 'n Ruffus,Grooming,1,14.97,4.6,6718,1,6718
Ruff Ruff and Meow,Apparel & Accessories,1,,5.0,4,1,4
Ruri's,Grooming,1,18.88,3.8,7152,5,7152
Rx Vitamins,Health Supplies,3,30.423333333333332,4.5,1571,3,1571
Rypet,"Collars, Harnesses & Leashes",2,9.24,3.9,7896,3,7896
Rypet,Feeding & Watering Supplies,1,15.99,4.1,1801,1,1801
Rypet,Houses & Habitats,1,13.99,4.3,1133,1,1133
S&T INC.,Feeding & Watering Supplies,1,7.99,4.5,4377,3,4377
SANWOOD,Apparel & Accessories,1,5.2,4.0,2463,1,2463
SATINIOR,Apparel & Accessories,2,11.49,4.15,5110,2,5110
SCENEREAL,Apparel & Accessories,1,11.99,4.5,1774,2,1774
SCIROKKO,Apparel & Accessories,2,8.99,4.199999999999999,1955,2,1955
SCIROKKO,"Collars, Harnesses & Leashes",1,10.49,4.2,1547,1,1547
SCPET,Apparel & Accessories,1,27.99,4.4,1388,1,1388
SEALUXE,"Collars, Harnesses & Leashes",1,,4.1,254,1,254
SEGMINISMART,Grooming,1,,4.2,154,1,154
SEGMINISMART,Health Supplies,1,,4.0,122,1,122
SEKAM,Beds & Furniture,1,19.79,4.6,1823,1,1823
SELMAI,"Collars, Harnesses & Leashes",1,13.7,4.2,254,1,254
SENTRY PET CARE,Health Supplies,3,28.34,4.1000000000000005,13142,13,13142
SENTRY PET CARE,Repellents & Training Aids,1,23.78,4.0,1083,1,1083
SENYE PET,"Collars, Harnesses & Leashes",1,20.99,4.2,281,1,281
SGODA,"Collars, Harnesses & Leashes",2,23.92,4.35,10635,4,10635
SHAMELESS PETS,Treats,2,11.99,4.5,2473,4,2473
SHARLOVY,Toys,1,25.98,4.1,3970,1,3970
SHINA,Litter & Housebreaking,1,,3.8,52,1,52
SHINE HAI,"Collars, Harnesses & Leashes",1,,4.1,1927,1,1927
SHINY PET,Grooming,1,10.99,4.6,1627,1,1627
SHOW SEASON ANIMAL PRODUCTS 1,Grooming,1,67.49,4.5,34,1,34
SHU UFANRO,Grooming,1,,4.1,609,2,609
SIDUCAL,Feeding & Watering Supplies,1,,4.1,150,2,150
SILD,Apparel & Accessories,4,12.459999999999999,4.4,12942,5,12942
SINQORCN,Aquariums & Fish Bowls,1,60.0,3.2,40,1,40
SISIPAI LIFE,"Terrarium Bedding, Sand & Substrate",1,16.99,4.3,39,1,39
SIWA MARY,Beds & Furniture,1,24.99,4.3,4612,2,4612
SKA Products,"Crates, Houses & Pens",1,59.99,4.4,528,1,528
SLSON,Feeding & Watering Supplies,1,,4.5,853,1,853
SLWJAXGT,"Collars, Harnesses & Leashes",1,7.99,4.2,39,1,39
SMALLLEE_LUCKY_STORE,Apparel & Accessories,1,,4.1,10,1,10
SMALLLEE_LUCKY_STORE,"Collars, Harnesses & Leashes",1,10.99,4.2,1654,1,1654
SMATICATOYS,Toys,1,19.95,4.1,141,1,141
SMOKEHOUSE TREATS,Treats,2,26.74,4.4,437,2,437
SMOMSPLUS,Toys,1,,4.1,69,1,69
SOJOS,Food,1,,4.2,1049,2,1049
SOUNDY,Carriers & Travel Products,1,28.99,4.6,473,1,473
SOUXU,Feeding & Watering Supplies,1,21.99,4.4,181,1,181
SPECIALTY PET PRODUCTS,Litter & Housebreaking,1,,4.5,271,6,271
SPORT PET,Beds & Furniture,1,26.22,4.3,2946,1,2946
SPORT PET,Carriers & Strollers,1,36.99,4.3,5754,1,5754
SPORT PET,Feeding & Watering Supplies,1,14.78,4.4,1783,1,1783
SPOT,Toys,8,10.843333333333334,4.2,27658,37,27658
SPOT,Apparel & Accessories,1,9.89,3.6,553,1,553
SPOT,Feeding & Watering Supplies,1,10.1,4.5,7115,4,7115
SPOT Ethical Products,Apparel & Accessories,1,11.99,4.3,171,4,171
SPOT Ethical Products,Toys,1,14.99,4.5,501,1,501
SSRIVER,Litter & Housebreaking,1,39.99,4.3,3649,2,3649
STAR WARS,"Collars, Harnesses & Leashes",1,,4.8,33,1,33
STAR WARS,Toys,1,7.0,4.5,3775,2,3775
STARROAD-TIM,Litter & Housebreaking,1,19.99,4.0,10089,1,10089
STARROAD-TIM,Treats,1,10.99,3.9,2336,1,2336
STOPWOOFER,"Collars, Harnesses & Leashes",1,36.99,4.8,728,1,728
STRELLALAB,Health Supplies,2,34.91,4.5,3514,3,3514
SUNFURA,Apparel & Accessories,1,14.89,4.6,134,1,134
SUNNYTEX,Beds & Furniture,3,32.32333333333333,4.366666666666666,8467,6,8467
SUPER CAN BULLYSTICKS,Treats,1,18.0,4.2,21,2,21
SUPERJARE,Beds & Furniture,1,,4.7,335,2,335
SWAGITLOUD,Litter & Housebreaking,1,,4.6,391,1,391
SWEEJAR,Feeding & Watering Supplies,1,16.99,4.6,2067,1,2067
Safetpetz,"Cat Doors, Steps, Nets & Pens",1,7.99,4.6,294,1,294
Saim,Aquarium Décor,2,11.780000000000001,3.7,347,2,347
Salt Gems,Health Supplies,1,29.99,4.6,193,1,193
San Francisco Bay Brand,Food,1,6.95,4.1,2978,1,2978
Sanavet Laboratories,Health Supplies,1,,3.8,184,1,184
Sancagy,Toys,1,,4.5,117,1,117
Sancho & Lola's Closet,Treats,3,20.49,4.3999999999999995,3541,5,3541
Sassy Dog Wear,"Collars, Harnesses & Leashes",7,11.807142857142859,4.428571428571429,2420,11,2420
Savory Prime,Treats,1,12.12,3.8,43,1,43
SavvyBeast,Health Supplies,1,23.99,4.5,1380,1,1380
Sawmill Creek Smokehouse,Treats,1,34.5,4.6,261,1,261
Sawpy,Toys,1,,4.5,220,1,220
Scoop Away,Litter & Housebreaking,1,,4.5,238,1,238
Scruffs,Beds & Furniture,1,,3.2,11,1,11
SeaClear,Aquariums & Fish Bowls,1,269.99,4.1,930,1,930
Seachem,Aquarium Water Treatments,4,14.9025,4.625,11944,8,11944
Seachem,Aquarium Pumps & Filters,2,12.85,4.45,2218,2,2218
Seachem,Aquarium Test Kits,1,9.49,4.7,10090,4,10090
Second Nature,Litter & Housebreaking,1,,3.3,22,1,22
Sedioso,Toys,1,13.99,4.2,3615,2,3615
See Spot Trot,"Collars, Harnesses & Leashes",1,,4.0,123,1,123
Segarty,Apparel & Accessories,1,25.99,4.7,1342,1,1342
Sequoialake,Feeding & Watering Supplies,1,23.99,4.4,4482,2,4482
Seresto,Flea & Tick Control,1,121.98,4.6,36303,17,36303
Sergeant's,Flea & Tick Control,1,,3.7,54,1,54
Sergeant's,Treats,1,,4.0,7,1,7
Sfozstra,Litter & Housebreaking,1,32.99,4.2,779,1,779
Shank Ming,Toys,1,35.99,4.2,63,1,63
Shared Blessings,Food,1,67.19,4.7,186,1,186
Sheba,Food,2,29.85,4.6,15355,45,15355
Sheba,Treats,1,,4.6,392,1,392
Sheba Wet Food,Food,2,28.32,4.449999999999999,12983,10,12983
Shed Defender,"Collars, Harnesses & Leashes",1,24.99,4.5,132,2,132
Sheripet,Apparel & Accessories,1,12.99,4.0,105,1,105
Sherpa,"Collars, Harnesses & Leashes",1,41.8,4.0,625,2,625
ShioSel,Beds & Furniture,1,,4.1,5,1,5
Shires,Health Supplies,1,30.34,4.7,674,1,674
Shop4Omni,Toys,1,11.95,4.4,107,1,107
Shorven,Training & Behavior Aids,1,11.99,4.7,824,1,824
Siensync,Training & Behavior Aids,1,,4.4,2494,2,2494
Silipower,Grooming,1,,4.2,223,1,223
Simple Deluxe,Terrarium Heat Lamps & Mats,1,,4.4,1420,1,1420
Simple Solution,Litter & Housebreaking,5,23.49,4.42,51672,19,51672
Simple Solution,Training & Behavior Aids,1,,2.8,103,1,103
Simply Perfection,Food,3,,4.066666666666666,670,6,670
Sinobear,"Collars, Harnesses & Leashes",1,10.99,4.4,4519,1,4519
Siooko,Feeding & Watering Supplies,1,21.99,4.5,396,1,396
Siumouhoi,Training & Behavior Aids,1,7.69,4.5,4773,2,4773
Skoon,Litter & Housebreaking,1,29.95,3.7,195,1,195
SleekEZ,Grooming,1,21.95,4.5,39385,8,39385
Sleepypod,Carriers & Strollers,1,199.95,4.5,837,1,837
Slopper Stopper,Feeding & Watering Supplies,1,55.0,4.4,4190,2,4190
SlowTon,"Collars, Harnesses & Leashes",3,14.99,4.366666666666666,21286,7,21286
SlowTon,Carriers & Travel Products,2,21.99,4.449999999999999,6506,6,6506
SlowTon,Beds & Furniture,1,31.99,4.4,3695,2,3695
SlowTon,Toys,1,,3.7,1314,1,1314
Slumber Pet,Beds & Furniture,2,34.57,4.1,371,2,371
Small Pet Select,Food,3,29.656666666666666,4.366666666666667,11600,13,11600
Smart Dog,Toys,1,19.99,2.5,2798,1,2798
Smart Fido,Health Supplies,1,,3.2,43,2,43
Smart Fido,Treats,1,,3.0,26,2,26
SmartBones,Treats,9,12.31,4.577777777777778,51032,107,51032
SmartPetLove,Toys,3,24.97666666666667,4.366666666666666,4569,6,4569
SmartyKat,Toys,5,7.61,4.4,32586,26,32586
SmartyKat,Beds & Furniture,3,14.056666666666667,4.3999999999999995,28889,12,28889
Smilepet,"Collars, Harnesses & Leashes",1,11.59,4.2,257,1,257
Smiling Paws Pets,Litter & Housebreaking,1,,4.2,340,1,340
Snagle Paw,Training & Behavior Aids,1,12.99,4.4,28,2,28
Snif-Snax,Treats,1,6.99,4.3,132,1,132
Snoop Doggie Doggs,Apparel & Accessories,1,19.99,4.9,9,1,9
Snoozer,Carriers & Travel Products,5,164.95,4.42,14448,15,14448
Snoozer,Beds & Furniture,2,120.45,4.0,4289,8,4289
Snug,Toys,1,13.99,4.4,8862,9,8862
Snuggle Puppy,Toys,1,34.99,4.3,26,2,26
Sofa-Scratcher,Beds & Furniture,1,,4.5,638,2,638
Sofier,Toys,1,11.99,4.4,689,1,689
Soft Claws,Grooming,3,13.973333333333334,3.8000000000000003,3256,4,3256
Soft Touch Collars,"Collars, Harnesses & Leashes",1,23.95,4.6,5238,4,5238
Solid Gold,Food,6,54.56999999999999,4.3999999999999995,5239,19,5239
Solid Gold,Health Supplies,1,97.49,4.5,5352,3,5352
Solvit,"Collars, Harnesses & Leashes",1,,4.2,397,1,397
SparklyPets,"Collars, Harnesses & Leashes",1,21.95,4.3,15292,3,15292
Sparky Pet Co,"Collars, Harnesses & Leashes",1,28.99,4.2,385,1,385
SpecialYou,"Collars, Harnesses & Leashes",3,15.99,4.333333333333333,1387,3,1387
Sporn,"Collars, Harnesses & Leashes",2,29.979999999999997,4.300000000000001,10414,10,10414
SportDOG Brand,"Collars, Harnesses & Leashes",3,224.95,4.6000000000000005,8877,6,8877
Sportout,Grooming,1,29.99,4.3,114,1,114
Sporty K9,Toys,1,,3.9,32,1,32
Spunky pup,Toys,3,11.013333333333334,4.266666666666667,2321,3,2321
Squishface,Health Supplies,1,31.99,4.4,14303,2,14303
Squishy Face Studio,Toys,1,,4.6,1035,1,1035
Standlee Premium Products,Food,1,,4.3,211,1,211
Starmark,Treats,3,4.99,4.566666666666666,9401,13,9401
Starmark,Toys,2,20.7,4.4,8200,5,8200
Starplast,"Crates, Houses & Pens",1,93.98,4.2,2726,2,2726
Stella & Chewy's,Food,12,26.767272727272726,4.533333333333333,32286,40,32286
Sterling,Beds & Furniture,1,,4.2,347,3,347
Sterling,Toys,1,,4.0,1944,1,1944
Stewart,Treats,2,13.485,4.5,23210,12,23210
Stinky G,Apparel & Accessories,3,15.323333333333332,4.6,5591,5,5591
Stock Show,"Collars, Harnesses & Leashes",1,16.99,4.3,331,1,331
Stoney River,Aquarium Substrate,1,,4.4,1549,1,1549
Strangefly,Apparel & Accessories,1,14.99,4.5,1722,1,1722
Strawfield Pets,Health Supplies,2,,4.2,1802,2,1802
Strawfield Pets,Grooming,1,19.95,4.4,1203,1,1203
Studio 21 Graphix,Feeding & Watering Supplies,1,,4.2,1878,2,1878
SuBleer,"Collars, Harnesses & Leashes",1,10.79,4.4,553,1,553
Sugelary,Toys,1,9.99,4.2,5614,2,5614
Suitical,Apparel & Accessories,1,36.95,4.5,7993,1,7993
Suitical,Health Supplies,1,31.11,4.1,3913,1,3913
Sun Seed,Treats,1,21.49,4.7,214,1,214
SunGrow,Feeding & Watering Supplies,2,10.825,4.35,376,2,376
SunGrow,Toys,1,13.95,4.6,305,1,305
Sundrawy,Toys,1,16.99,4.7,1048,1,1048
Sunglow,Toys,1,7.88,4.3,1100,2,1100
Sunrise,Toys,1,,3.7,84,1,84
Sunyiny,Aquarium Décor,1,16.99,4.6,303,1,303
Super Bird Creations,Toys,1,12.99,4.6,422,2,422
Super Design,Feeding & Watering Supplies,3,11.99,4.366666666666667,14084,7,14084
Super Snouts,Health Supplies,1,,4.7,426,1,426
SuperBuddy,"Collars, Harnesses & Leashes",2,7.725,4.550000000000001,5698,4,5698
Supet,"Collars, Harnesses & Leashes",2,14.485,4.25,13061,5,13061
Supet,Health Supplies,1,15.99,4.0,12159,1,12159
SureFeed,Feeding & Watering Supplies,1,257.99,4.2,720,1,720
Surgi~Snuggly,Health Supplies,1,34.92,4.3,3378,3,3378
Surgi~Snuggly,Litter & Housebreaking,1,34.87,4.2,4444,2,4444
Sweet Feet and Beak,Birdcage Accessories,1,12.99,4.5,1770,1,1770
SyChien,Apparel & Accessories,1,18.79,3.8,46,2,46
Sycoodeal,Beds & Furniture,1,20.39,4.3,3415,3,3415
Synovi,Health Supplies,1,79.98,4.6,5939,8,5939
TAI JI,Toys,1,6.99,4.6,459,1,459
TAIDA,"Collars, Harnesses & Leashes",1,5.59,4.3,1362,1,1362
TAIDA,Training & Behavior Aids,1,7.99,4.5,10221,3,10221
TANDD,"Collars, Harnesses & Leashes",1,15.98,3.9,208,1,208
TENINYU,Feeding & Watering Supplies,1,20.9,4.4,1247,1,1247
TEOZZO,Apparel & Accessories,1,9.99,3.7,3779,1,3779
THAIN,"Collars, Harnesses & Leashes",1,6.99,4.4,874,2,874
THE COUNTRY BUTCHER ALL AMERICAN DOG CHEWS,Treats,1,21.98,4.2,217,1,217
TIKI PETS,Food,8,22.828333333333333,4.2875,20301,26,20301
TIKI PETS,Treats,1,,4.6,2743,2,2743
TILLYOU,Beds & Furniture,1,29.99,4.7,185,2,185
TIMINGILA,Litter & Housebreaking,1,39.99,4.4,2830,1,2830
TINMARDA,Grooming,1,19.89,4.6,7111,1,7111
TINWEI,Beds & Furniture,1,29.99,4.3,5674,1,5674
TOKLYUIE,Feeding & Watering Supplies,1,28.99,4.4,30,1,30
TOMLYN,Health Supplies,4,11.09,4.125,18070,15,18070
TONY HOBY,Apparel & Accessories,2,15.989999999999998,4.35,2229,2,2229
TOOGE,Toys,1,16.99,4.1,17392,4,17392
TOP's Parrot Food,Food,1,,4.6,291,1,291
TOPSOSO,Beds & Furniture,1,26.99,4.3,76,2,76
TOTIE,"Collars, Harnesses & Leashes",1,,3.8,303,1,303
TPYQdirect,Apparel & Accessories,1,35.99,4.2,142,1,142
TR pet,Beds & Furniture,2,,3.7,3342,2,3342
TRIXIE,Beds & Furniture,3,34.053333333333335,4.3999999999999995,11090,9,11090
TRIXIE,Training & Behavior Aids,1,16.17,4.3,56838,12,56838
TRUE LOVE,"Collars, Harnesses & Leashes",5,18.810000000000002,4.46,13474,7,13474
TRURANCH,Treats,1,7.99,4.2,54,1,54
TSPRO,"Collars, Harnesses & Leashes",1,49.99,4.6,32,1,32
TTLXRL,Toys,1,8.99,3.9,1180,1,1180
TUFFY,Toys,5,31.27,4.08,4071,5,4071
TUG,"Collars, Harnesses & Leashes",2,19.99,4.5,3693,4,3693
TUG,Feeding & Watering Supplies,1,18.99,4.5,765,1,765
TUKOAW,Apparel & Accessories,1,9.99,4.0,52,1,52
TWINCRITTERS,Beds & Furniture,1,65.88,4.7,1061,3,1061
TagME,"Collars, Harnesses & Leashes",5,8.790000000000001,4.58,33193,5,33193
Taglory,"Collars, Harnesses & Leashes",4,8.74,4.6,57315,12,57315
Taglory,Apparel & Accessories,1,24.99,4.3,709,1,709
Taglory,Feeding & Watering Supplies,1,13.59,4.3,1153,1,1153
Tail Stories,Beds & Furniture,1,56.99,4.1,849,1,849
Tail Trends,Apparel & Accessories,2,14.989999999999998,4.75,369,2,369
Tangpan,Apparel & Accessories,2,10.135,4.15,8134,3,8134
Taste of the Wild,Food,8,47.904,4.5125,31972,26,31972
Tatota,Feeding & Watering Supplies,1,59.99,4.5,100,1,100
Tcksstex,Beds & Furniture,1,27.99,4.5,67,1,67
Teamoy,Litter & Housebreaking,2,19.99,4.5,18813,9,18813
Teamoy,Feeding & Watering Supplies,1,35.99,4.8,1573,1,1573
Tempcore,Beds & Furniture,1,24.99,4.3,3275,1,3275
Temptations,Treats,5,18.476666666666667,4.68,51126,75,51126
Tetra,Aquarium Pumps & Filters,6,16.003333333333334,4.566666666666666,71379,31,71379
Tetra,Food,3,5.873333333333334,4.7,23775,5,23775
TevraPet,Flea & Tick Control,2,24.97,4.15,23117,5,23117
TevraPet,Health Supplies,1,,3.8,107,1,107
Texas Pet Company,Treats,1,44.99,4.2,85,1,85
Texsens,Carriers & Travel Products,1,21.24,4.7,9553,3,9553
Tfwadmx,Houses & Habitats,1,26.99,4.2,525,3,525
The AVIATOR,"Collars, Harnesses & Leashes",1,34.99,4.3,3622,1,3622
The Acme,Training & Behavior Aids,1,9.07,4.0,97,2,97
The Blissful Dog,Health Supplies,2,12.469999999999999,4.55,2419,2,2419
The Chompery,Treats,1,,4.2,446,1,446
The Company of Animals,"Collars, Harnesses & Leashes",4,21.7375,4.4,42071,8,42071
The Company of Animals,Training & Behavior Aids,2,14.495000000000001,4.3,37164,2,37164
The Company of Animals,Grooming,1,11.99,4.6,4214,2,4214
The Dog's Balls,Toys,1,13.99,4.2,3130,1,3130
The Goodlife Recipe,Food,1,,4.3,268,1,268
The Honest Kitchen,Food,6,68.628,4.266666666666667,24601,33,24601
The Missing Link,Health Supplies,4,34.15,4.574999999999999,6938,6,6938
The Navy Knot,Feeding & Watering Supplies,1,27.49,4.5,369,1,369
The Pioneer Woman,Treats,2,30.8,4.6,5088,13,5088
The Real Meat Company,Treats,2,27.64,4.6,453,2,453
The Safe Dog Chew Company,Treats,1,26.95,4.4,38,1,38
The Spruce,Grooming,1,18.99,4.2,1086,3,1086
The Tick Key,Flea & Tick Control,1,9.99,4.6,2142,1,2142
ThinkPet,"Collars, Harnesses & Leashes",2,27.990000000000002,4.35,37226,12,37226
ThinkPet,Apparel & Accessories,1,22.99,4.3,5844,1,5844
Three Dog Bakery,Treats,3,17.99,4.666666666666667,5170,4,5170
ThunderEase,Health Supplies,2,52.92,3.75,6379,5,6379
ThunderLeash,"Collars, Harnesses & Leashes",1,,4.2,3360,2,3360
ThunderWunders,Health Supplies,1,20.95,3.5,884,1,884
Thundershirt,Health Supplies,1,44.95,4.2,48117,9,48117
Thxpet,Litter & Housebreaking,1,,4.2,306,2,306
Tibetan Dog Chew,Treats,1,,4.4,84,4,84
Tibetan Dog Treats,Treats,1,59.99,4.5,76,1,76
Tick Twister,Flea & Tick Control,1,6.99,4.6,7944,3,7944
TickledPet,Treats,1,,3.8,123,1,123
Tidy Cats,Litter & Housebreaking,2,54.49,4.0,4022,3,4022
Tifereth,"Collars, Harnesses & Leashes",1,13.99,4.7,1242,2,1242
Tiger Tail,"Collars, Harnesses & Leashes",1,34.99,4.6,738,1,738
Tikaton,Toys,1,17.99,4.3,15813,5,15813
Timos,"Collars, Harnesses & Leashes",1,9.99,4.7,5489,2,5489
Tinaco,Beds & Furniture,1,45.86,4.1,2047,3,2047
Titan,Toys,1,14.76,4.6,1709,2,1709
Tocirelo,Toys,1,15.99,4.0,5226,1,5226
Toledo Goldfish,Aquariums & Fish Bowls,1,83.0,4.5,895,1,895
Tonka,Toys,1,12.3,4.4,116,1,116
Tooth & Honey,Apparel & Accessories,2,39.5,4.7,1035,3,1035
Toozey,Beds & Furniture,1,90.99,4.5,1514,1,1514
Toozey,Toys,1,,4.3,569,1,569
Top Chews,Treats,1,39.99,4.5,1029,4,1029
Top Dog Chews,Treats,1,29.95,4.3,839,1,839
Top Fin,Aquarium Pumps & Filters,1,21.4,4.7,1896,1,1896
Top Performance,Grooming,3,60.51666666666667,4.533333333333333,1698,3,1698
Top Performance,Apparel & Accessories,1,31.99,4.0,225,1,225
Topmart,Carriers & Travel Products,1,85.99,4.5,362,1,362
Topmart,Training & Behavior Aids,1,48.99,3.9,1005,1,1005
Topsung,Apparel & Accessories,1,12.99,3.8,1292,1,1292
Tough 1,Stable Supplies,1,,3.6,109,1,109
Trasen Pet,"Collars, Harnesses & Leashes",1,,4.6,398,1,398
Tresbro,Training & Behavior Aids,2,29.490000000000002,4.05,2511,2,2511
TriRanger,Toys,1,12.77,4.4,259,1,259
Triumph,Treats,1,15.99,4.2,3437,26,3437
TropiClean,Grooming,4,13.49,4.55,50502,25,50502
TropiClean,Health Supplies,4,11.99,4.35,31579,15,31579
TropiClean,Treats,1,,4.1,187,1,187
TruDog,Health Supplies,1,,3.6,237,2,237
True Chews,Treats,1,,4.6,621,1,621
TrustyPup,Toys,1,,4.4,161,1,161
Tuff Pupper,Beds & Furniture,1,,3.4,83,1,83
Tuff Pupper,"Collars, Harnesses & Leashes",1,34.96,4.4,658,2,658
Tuff Pupper,Feeding & Watering Supplies,1,11.96,4.7,876,1,876
TuhooMall,Toys,1,,4.5,306,1,306
Twistix,Treats,1,6.99,4.5,1225,3,1225
Two Little Fishies,Food,1,11.59,4.3,30,1,30
TwoEar,"Collars, Harnesses & Leashes",1,24.89,4.3,411,2,411
TwoEar,Training & Behavior Aids,1,11.89,4.6,582,1,582
UHIAESOU,Beds & Furniture,1,39.99,2.9,22,1,22
UNICITII,Carriers & Travel Products,1,32.98,4.6,740,2,740
UNIWILAND,Toys,1,25.99,4.3,4274,2,4274
UOLIWO,Toys,1,,4.5,69,1,69
UPCo,Food,1,11.99,4.5,509,1,509
UPSKY,"Collars, Harnesses & Leashes",1,9.99,3.8,9545,2,9545
UPSKY,Feeding & Watering Supplies,1,10.99,4.3,3702,1,3702
UPSKY,Toys,1,13.99,4.4,43556,19,43556
URBEST,Apparel & Accessories,1,8.99,3.4,5261,3,5261
URPOWER,"Collars, Harnesses & Leashes",2,8.99,4.3,2567,2,2567
URPOWER,Feeding & Watering Supplies,1,34.99,4.5,801,1,801
Ultra Chewy,Treats,1,,4.2,110,1,110
Ultra Fresh,Food,2,8.09,4.55,4026,3,4026
Ultra Paws,Apparel & Accessories,2,37.95,4.35,2802,4,2802
Ultrapet,Litter & Housebreaking,1,14.99,4.1,13283,9,13283
Unique style paws,"Collars, Harnesses & Leashes",3,16.19,4.7,16673,4,16673
United Craft Supplies,Feeding & Watering Supplies,1,25.95,4.8,188,1,188
Utotol,Beds & Furniture,1,67.99,3.9,9115,1,9115
Utotol,Carriers & Travel Products,1,41.99,4.3,3636,1,3636
VALFRID,Apparel & Accessories,1,14.65,3.7,7901,1,7901
VANFINE,Toys,1,11.99,4.2,30189,7,30189
VANKEAN,Beds & Furniture,1,36.99,4.2,2196,4,2196
VARMTOR,Beds & Furniture,1,33.99,4.3,1106,1,1106
VARMTOR,"Crates, Houses & Pens",1,,4.5,18,1,18
VARWANEO,Beds & Furniture,1,,4.3,281,2,281
VENTOSOK,Toys,1,,3.8,47,1,47
VETRISCIENCE,Health Supplies,11,27.881428571428568,4.118181818181818,53343,43,53343
VICTHY,Grooming,1,7.59,4.2,3561,1,3561
VIILOCK,"Collars, Harnesses & Leashes",1,13.98,4.4,1238,1,1238
VIMIGOO,Toys,1,14.79,4.3,823,1,823
VIVOHOME,Birdcages,1,79.99,4.3,1638,1,1638
VIVOSUN,Aquarium Pumps & Filters,1,,4.1,295,1,295
VIZPET,"Collars, Harnesses & Leashes",2,10.49,4.4,2756,2,2756
VIZPET,Apparel & Accessories,1,21.99,4.5,1359,1,1359
VKPETFR,"Collars, Harnesses & Leashes",2,10.99,4.7,605,2,605
VOOPET,"Collars, Harnesses & Leashes",3,17.923333333333332,4.333333333333333,28599,5,28599
Vaburs,"Collars, Harnesses & Leashes",1,12.99,4.7,2549,1,2549
ValueBull,Treats,2,175.99,3.95,105,2,105
ValueWrap,Litter & Housebreaking,1,119.99,4.6,132,1,132
Van Beek,Health Supplies,1,,4.7,591,2,591
Van Ness,Feeding & Watering Supplies,3,5.306666666666667,4.233333333333333,771,7,771
Vastar,"Collars, Harnesses & Leashes",1,8.99,4.6,30939,7,30939
Vealind,Toys,1,13.99,4.0,1433,1,1433
Vebiso,"Collars, Harnesses & Leashes",1,6.99,4.1,41,1,41
Vedem,Apparel & Accessories,1,14.99,3.5,13,1,13
Veehoo,Beds & Furniture,4,50.49,4.375,4139,7,4139
Veehoo,"Crates, Houses & Pens",1,44.99,4.3,1913,3,1913
Veken,Feeding & Watering Supplies,3,19.99,4.333333333333333,45667,7,45667
Verus,Food,1,,4.0,3,1,3
Vet Organics,Health Supplies,1,,4.3,142,1,142
Vet Promise,Health Supplies,2,21.45,4.45,260,2,260
Vet's Best,Health Supplies,2,20.35,3.65,9683,4,9683
Vet's Best,Litter & Housebreaking,2,20.825,4.1,3319,6,3319
Vet's Best,Flea & Tick Control,1,37.08,4.2,21516,7,21516
Vet's Best,Grooming,1,12.99,4.4,8948,4,8948
VetIQ,Health Supplies,1,13.75,4.2,10152,8,10152
VetPet,Treats,1,,4.8,26,1,26
VetSmart Formulas,Health Supplies,1,159.95,4.5,46,1,46
Vetericyn,Health Supplies,1,18.99,4.5,5333,1,5333
Veterinary Formula,Grooming,1,,4.6,2399,1,2399
Vetflix,Health Supplies,1,29.89,4.3,2046,4,2046
Vetnique Labs,Health Supplies,2,45.49,4.35,2018,2,2018
Vetnique Labs,Grooming,1,69.99,4.5,2518,2,2518
Vetrinex Labs,Health Supplies,1,44.99,3.7,5534,2,5534
Vets Pride USA,Grooming,1,14.99,4.0,82,1,82
Vevins,Apparel & Accessories,1,9.99,4.2,850,1,850
Victor,Food,1,18.99,4.7,1182,1,1182
Vikedi,Apparel,1,3.22,4.4,110,1,110
VinDox,Feeding & Watering Supplies,2,13.98,4.449999999999999,2722,3,2722
VipCare,Litter & Housebreaking,1,,4.1,82,1,82
Virbac,Health Supplies,5,17.37,4.54,49792,37,49792
Virbac,Training & Behavior Aids,1,25.54,4.6,2841,2,2841
Virbac,Treats,1,69.69,4.5,189,1,189
Vision,Birdcages,1,,3.7,59,1,59
Vitakraft,Treats,6,4.19,4.483333333333333,20836,14,20836
Vitakraft,Food,2,9.18,4.6,2646,2,2646
Vitakraft,Toys,1,,3.4,56,1,56
Vital Essentials,Treats,4,13.826666666666666,4.425,16923,13,16923
Vital Essentials,Food,2,33.59,4.55,1329,5,1329
Vitamets,Health Supplies,1,25.99,4.3,132,1,132
Vitscan,Toys,2,8.99,4.25,6038,5,6038
Vitscan,Apparel & Accessories,1,,4.3,401,1,401
Vivaglory,Apparel & Accessories,3,28.323333333333334,4.633333333333334,23306,3,23306
Vivaglory,Feeding & Watering Supplies,3,21.323333333333334,4.433333333333334,26302,10,26302
Vivaglory,"Collars, Harnesses & Leashes",2,10.49,4.7,19562,2,19562
Vivaglory,Litter & Housebreaking,2,23.99,4.65,2910,2,2910
Vivaglory,Beds & Furniture,1,13.99,4.6,2756,1,2756
